P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,label
1969.0,0.507364,0.002539,0.12646,0.104124,0.852209,0.023362,0.706827,0.002677,0.028112,0.231482,0.002677,0.978581,0.324074,0.106195,0.65,0
2412.0,0.498756,0.010365,0.049751,0.040529,0.948176,0.0,0.89079,0.007895,0.035526,0.020619,0.009211,0.952632,0.042526,0.244898,0.0,1
20098.0,0.466415,0.179869,0.107424,0.101361,0.843915,0.020151,0.702351,0.004727,0.043178,0.105167,0.157128,0.992208,0.356882,0.062782,0.284884,1
4182.0,0.468436,0.000478,0.172166,0.131804,0.826877,0.033238,0.699187,0.006879,0.04753,0.02381,0.0,0.997498,0.278388,0.046435,0.5,1
407.0,0.471745,0.0,0.12285,0.041861,0.955774,0.0,0.857143,0.0,0.008403,0.070313,0.0,0.932773,0.273438,0.363636,0.666667,0
123.0,0.495935,0.0,0.243902,0.16129,0.837398,0.0,0.678571,0.0,0.035714,0.826625,0.0,1.0,0.04644,0.0,0.0,1
258.0,0.476744,0.003876,0.162791,0.111111,0.860465,0.0,0.718182,0.009091,0.036364,0.098361,0.0,1.0,0.229508,0.041667,1.0,0
114.0,0.5,0.0,0.096491,0.122807,0.894737,0.0,0.72093,0.0,0.0,0.122449,0.0,1.0,0.244898,0.0,0.0,0
667.0,0.532234,0.001499,0.049475,0.025641,0.905547,0.0,0.754167,0.0,0.016667,0.172414,0.004167,0.9625,0.482759,0.188119,0.0,0
5864.0,0.461289,0.168656,0.132162,0.129788,0.670873,0.18264,0.659564,0.002029,0.073567,0.064103,0.175545,0.995434,0.407882,0.055825,0.5,1
5798.0,0.478958,0.001897,0.19179,0.139358,0.828907,0.022767,0.695633,0.00131,0.052402,0.034163,0.00131,0.972052,0.317588,0.052049,0.5,1
21.0,0.52381,0.0,0.095238,0.0,0.809524,0.0,0.555556,0.0,0.0,0.470588,0.0,1.0,0.176471,0.0,0.0,0
1018.0,0.494106,0.0,0.204322,0.143689,0.88998,0.0,0.735437,0.0,0.007282,0.125265,0.0,0.992718,0.322718,0.103896,0.5,0
14116.0,0.437801,0.015373,0.174766,0.131426,0.716988,0.015656,0.5237,0.002141,0.085321,0.024026,0.013609,0.990061,0.332637,0.015634,0.294118,1
7455.0,0.49497,0.003622,0.090409,0.054183,0.896714,0.016499,0.825845,0.006759,0.062425,0.104982,0.003579,0.95507,0.200356,0.120198,0.21875,1
1300.0,0.448462,0.073846,0.293077,0.224547,0.791539,0.026923,0.595238,0.003663,0.018315,0.235294,0.069597,0.846154,0.452381,0.15625,0.533333,0
40263.0,0.499367,0.00914,0.08817,0.063551,0.835705,0.007774,0.708165,0.00293,0.092134,0.043413,0.00866,0.957677,0.315478,0.05451,0.467626,1
928.0,0.462285,0.001078,0.203664,0.208417,0.817888,0.068966,0.709199,0.008902,0.011869,0.17199,0.002967,1.0,0.36855,0.104478,0.727273,0
58165.0,0.463629,0.319041,0.163655,0.127252,0.809198,0.01243,0.64258,0.002877,0.059917,0.090382,0.279073,0.983864,0.316354,0.080351,0.578641,0
636.0,0.481132,0.0,0.172956,0.154546,0.852201,0.0,0.661355,0.003984,0.027888,0.157718,0.0,0.996016,0.265101,0.074074,1.0,0
394.0,0.479695,0.0,0.256345,0.126829,0.888325,0.0,0.730061,0.0,0.0,0.068571,0.0,1.0,0.234286,0.028571,0.333333,0
573.0,0.506108,0.0,0.102967,0.084806,0.924956,0.0,0.811225,0.005102,0.020408,0.048544,0.0,1.0,0.208738,0.176471,0.0,0
1543.0,0.478937,0.058976,0.14582,0.134328,0.915749,0.0,0.784965,0.001748,0.008741,0.094937,0.050699,0.986014,0.234177,0.179775,0.888889,0
231.0,0.493507,0.0,0.017316,0.051282,0.974026,0.0,0.903846,0.019231,0.019231,0.087719,0.0,0.980769,0.754386,0.518519,0.0,0
1136.0,0.46919,0.00088,0.147887,0.127695,0.880282,0.0,0.697044,0.0,0.03202,0.184739,0.002463,0.431035,0.506024,0.217742,1.0,0
351.0,0.472935,0.0,0.182336,0.118919,0.88604,0.0,0.746377,0.0,0.028986,0.041667,0.0,0.992754,0.090278,0.142857,0.2,1
164693.0,0.503124,0.269004,0.113879,0.097138,0.685846,0.086081,0.560964,0.005084,0.109264,0.105169,0.20757,0.925285,0.525325,0.065065,0.270548,1
3378.0,0.557134,0.162522,0.118709,0.131685,0.704263,0.146536,0.644781,0.009259,0.050505,0.093822,0.082492,0.990741,0.508009,0.097902,0.25,0
12257.0,0.444318,0.966713,0.146365,0.122889,0.65742,0.161704,0.583558,0.002692,0.09102,0.132824,0.954245,0.996085,0.359007,0.120366,0.545455,0
1316.0,0.523556,0.0,0.077508,0.057416,0.927812,0.00076,0.83731,0.002169,0.030369,0.064909,0.0,0.958785,0.056795,0.225,0.454546,1
4720.0,0.475,0.000212,0.15911,0.127119,0.843432,0.035593,0.704559,0.002308,0.027698,0.062229,0.0,0.995961,0.291667,0.044248,0.5,1
60569.0,0.46291,0.010484,0.228104,0.151732,0.743681,0.012713,0.567926,0.002293,0.074117,0.054091,0.009525,0.966875,0.377903,0.031264,0.372591,1
49.0,0.44898,0.020408,0.265306,0.111111,0.816327,0.0,0.590909,0.0,0.0,0.043478,0.045455,1.0,0.0,0.5,0.0,0
2047.0,0.457255,0.393747,0.205667,0.19532,0.796776,0.029311,0.613873,0.0,0.023121,0.050494,0.326012,0.995376,0.417124,0.080402,0.833333,0
1042.0,0.476008,0.002879,0.355086,0.190476,0.797505,0.0,0.635827,0.009843,0.03937,0.5936,0.0,0.986221,0.0856,0.044776,0.575758,1
388.0,0.489691,0.033505,0.079897,0.065657,0.899485,0.0,0.78626,0.007634,0.045802,0.070922,0.015267,0.946565,0.340426,0.136364,1.0,0
183.0,0.442623,0.0,0.20765,0.127451,0.846995,0.0,0.6625,0.0,0.0125,0.207921,0.0,0.95,0.455446,0.1875,0.25,0
130.0,0.484615,0.0,0.076923,0.014925,0.9,0.0,0.756098,0.0,0.073171,0.349206,0.0,0.97561,0.507937,0.428571,0.0,0
4557.0,0.492868,0.000878,0.101821,0.083946,0.891595,0.009436,0.761992,0.003036,0.028537,0.02602,0.0,0.989071,0.238912,0.031315,0.8,1
12127.0,0.476952,0.005442,0.154036,0.121551,0.837388,0.032077,0.701277,0.00383,0.029575,0.049353,0.003404,0.993404,0.279935,0.071607,0.296296,0
3024.0,0.45205,0.0,0.238095,0.201569,0.814153,0.037368,0.670866,0.00315,0.017323,0.096085,0.0,0.993701,0.44484,0.082774,0.736842,0
601.0,0.472546,0.0,0.12812,0.11041,0.895175,0.0,0.753363,0.0,0.026906,0.082305,0.0,1.0,0.292181,0.135593,1.0,0
698.0,0.475645,0.001433,0.140401,0.128415,0.863897,0.0,0.679245,0.003774,0.030189,0.076655,0.003774,0.996226,0.229965,0.126437,0.5,0
10201.0,0.438585,0.466131,0.183511,0.162913,0.824527,0.023135,0.647759,0.003798,0.03292,0.086936,0.386933,0.983793,0.409942,0.132245,0.270833,0
149428.0,0.473358,0.049321,0.140623,0.109486,0.834268,0.002008,0.65558,0.002536,0.043404,0.076304,0.044195,0.946436,0.36505,0.046998,0.505747,1
1248.0,0.515224,0.002404,0.046474,0.028099,0.952724,0.0,0.883375,0.002481,0.027295,0.040476,0.002481,0.995037,0.038095,0.066667,1.0,1
529.0,0.47259,0.0,0.245747,0.139785,0.699433,0.134216,0.600939,0.0,0.014085,0.208178,0.0,0.995305,0.408922,0.041667,0.5,0
26867.0,0.493766,0.014107,0.101128,0.063966,0.859828,0.008002,0.735526,0.004768,0.064708,0.041146,0.012552,0.961078,0.238757,0.049285,0.254545,1
88.0,0.534091,0.0,0.102273,0.0,0.954546,0.0,0.925926,0.0,0.074074,0.0,0.0,0.962963,0.0,0.0,0.0,1
2258.0,0.507972,0.0093,0.062002,0.042304,0.940213,0.0,0.86383,0.002837,0.042553,0.049865,0.007092,0.906383,0.168464,0.142857,0.25,1
689.0,0.515239,0.023222,0.037736,0.068862,0.970972,0.0,0.90566,0.0,0.031447,0.042169,0.025157,1.0,0.439759,0.41791,0.0,0
11215.0,0.503255,0.018368,0.095675,0.041106,0.884173,0.000268,0.759858,0.006869,0.067159,0.388266,0.013737,0.826507,0.169779,0.237489,0.292064,1
17400.0,0.478103,0.063678,0.139253,0.096245,0.748736,0.098736,0.669158,0.003156,0.085534,0.0771,0.062116,0.892045,0.487125,0.098712,0.121212,1
13882.0,0.483144,0.002665,0.119291,0.087805,0.855785,0.027158,0.732838,0.003814,0.046969,0.024094,0.002007,0.996387,0.24094,0.044095,0.363636,1
775.0,0.507097,0.002581,0.135484,0.073298,0.930323,0.0,0.831035,0.003448,0.010345,0.287469,0.0,0.996552,0.083538,0.241379,0.857143,1
179.0,0.47486,0.0,0.368715,0.138298,0.826816,0.0,0.678161,0.0,0.034483,0.179245,0.0,1.0,0.207547,0.0,1.0,0
105.0,0.476191,0.0,0.304762,0.145455,0.876191,0.0,0.717391,0.0,0.0,0.148148,0.0,1.0,0.148148,0.2,1.0,0
30013.0,0.47816,0.266784,0.077,0.077385,0.880552,0.020558,0.778032,0.004397,0.038201,0.075699,0.250916,0.958501,0.38188,0.091704,0.313726,1
16367.0,0.491232,0.005621,0.072646,0.043113,0.908902,0.003666,0.803093,0.002749,0.04055,0.022013,0.004983,0.987285,0.158125,0.09019,0.208333,1
1494.0,0.491968,0.287818,0.154619,0.15415,0.860776,0.052878,0.767123,0.003914,0.015656,0.111304,0.240705,0.996086,0.241739,0.184783,1.0,0
199.0,0.472362,0.0,0.241206,0.152381,0.859297,0.0,0.704546,0.0,0.022727,0.043478,0.0,1.0,0.206522,0.1,0.0,0
10982.0,0.480696,0.014205,0.135768,0.098019,0.85194,0.008468,0.713715,0.002349,0.059887,0.042931,0.016675,0.966886,0.309957,0.04635,0.702128,1
500.0,0.492,0.002,0.162,0.094488,0.902,0.0,0.756614,0.0,0.015873,0.091346,0.005291,1.0,0.269231,0.09434,1.0,0
2939.0,0.469207,0.021096,0.221844,0.160897,0.782919,0.039469,0.640351,0.001595,0.047847,0.06278,0.019936,0.989633,0.331839,0.054546,0.333333,1
1099.0,0.474977,0.0,0.418562,0.17331,0.819836,0.006369,0.67963,0.001852,0.02963,0.457286,0.0,0.975926,0.542714,0.088235,0.771429,1
1278.0,0.467136,0.000783,0.241002,0.127753,0.826291,0.030516,0.706564,0.0,0.044402,0.213961,0.0,0.994209,0.39909,0.118812,0.25,1
39.0,0.666667,0.025641,0.205128,0.0,0.717949,0.0,0.52381,0.0,0.047619,0.25,0.047619,1.0,0.857143,0.0,0.0,0
343.0,0.501458,0.014577,0.017493,0.005848,0.96793,0.0,0.935185,0.0,0.027778,0.0,0.018519,0.990741,0.018519,0.333333,0.0,1
1579.0,0.436985,0.000633,0.379987,0.259842,0.749842,0.064598,0.611421,0.001393,0.016713,0.12439,0.0,0.998607,0.365854,0.067416,0.642857,0
1233.0,0.458232,0.0,0.257097,0.212575,0.816707,0.032441,0.661017,0.0,0.011299,0.133768,0.0,0.988701,0.314845,0.090909,0.363636,0
1623.0,0.465188,0.009242,0.18053,0.170507,0.793592,0.081331,0.706835,0.014389,0.05036,0.100324,0.001799,0.989209,0.289644,0.117216,0.428571,1
3299.0,0.510155,0.0,0.101546,0.061262,0.909973,0.0,0.796823,0.003345,0.038462,0.175172,0.0,0.998328,0.251724,0.111111,0.538462,1
149.0,0.483222,0.0,0.194631,0.142857,0.872483,0.0,0.672727,0.0,0.018182,0.140625,0.0,0.981818,0.453125,0.25,0.0,0
2926.0,0.488722,0.002051,0.042379,0.042781,0.828435,0.0,0.671099,0.008865,0.096631,0.02926,0.001773,0.987589,0.410499,0.050315,0.625,1
5937.0,0.461344,0.000674,0.540509,0.178549,0.793667,0.0,0.665536,0.000617,0.040074,0.540965,0.000308,0.995068,0.522994,0.009456,0.387097,1
1028.0,0.467899,0.0,0.262646,0.170018,0.815175,0.039883,0.680653,0.004662,0.02331,0.089172,0.0,1.0,0.22293,0.048781,0.833333,0
1066.0,0.497186,0.000938,0.053471,0.039179,0.893058,0.0,0.746557,0.00551,0.052342,0.07398,0.0,0.432507,0.420918,0.146342,0.25,1
33482.0,0.461532,0.011021,0.184816,0.130124,0.834568,0.022131,0.688384,0.002492,0.034152,0.033914,0.0107,0.996849,0.212334,0.025185,0.434783,1
2091.0,0.476805,0.002869,0.193687,0.134369,0.896222,0.003348,0.755975,0.001258,0.018868,0.034022,0.001258,0.997484,0.082625,0.098361,0.571429,1
6985.0,0.45111,0.150465,0.193271,0.163798,0.860558,0.024911,0.730333,0.00183,0.016831,0.058236,0.120746,0.997805,0.265679,0.116981,0.764706,0
6547.0,0.462196,0.002138,0.210631,0.171258,0.81167,0.023828,0.636665,0.002582,0.027665,0.082572,0.002582,0.991885,0.350931,0.069922,0.76087,0
563.0,0.476021,0.067496,0.165187,0.179661,0.866785,0.0,0.695652,0.0,0.021739,0.08,0.043478,1.0,0.292,0.09434,0.8,0
5549.0,0.478104,0.037845,0.140926,0.121547,0.885024,0.03388,0.77225,0.000553,0.016031,0.109306,0.037037,0.40796,0.412112,0.206738,0.53125,0
4613.0,0.47106,0.008238,0.137004,0.109426,0.771732,0.0,0.573621,0.005276,0.064748,0.125786,0.006715,0.851799,0.530818,0.052316,0.357143,1
2079.0,0.469457,0.000481,0.204906,0.176791,0.776335,0.0,0.563578,0.002155,0.056035,0.022129,0.001078,0.99569,0.455216,0.022541,0.0,1
26866.0,0.507779,0.229956,0.108241,0.087417,0.831907,0.019095,0.696362,0.009016,0.077171,0.135313,0.220457,0.720511,0.669977,0.181691,0.143678,1
13208.0,0.47335,0.163992,0.136887,0.130966,0.882268,0.023622,0.772161,0.003463,0.038781,0.020131,0.124192,0.962142,0.183443,0.08742,0.642857,1
19320.0,0.496739,0.020549,0.071584,0.053893,0.828727,0.00088,0.672514,0.005937,0.091351,0.056404,0.017272,0.975847,0.38248,0.075677,0.02381,1
6741.0,0.48969,0.004599,0.084706,0.064535,0.898235,0.002967,0.772876,0.003677,0.036765,0.026253,0.003677,0.986111,0.202068,0.05916,0.2,1
1782.0,0.475309,0.066218,0.111672,0.064171,0.861392,0.008418,0.701471,0.005882,0.032353,0.187575,0.070588,0.886765,0.500597,0.1,0.5,0
3808.0,0.457458,0.582195,0.160189,0.156825,0.851366,0.028887,0.708546,0.006574,0.027027,0.084893,0.53908,0.997809,0.320187,0.124736,0.727273,0
1929.0,0.471229,0.001555,0.137377,0.113726,0.878694,0.010887,0.735925,0.001341,0.017426,0.04359,0.001341,1.0,0.384615,0.076159,0.777778,0
5988.0,0.486306,0.005511,0.12976,0.106957,0.843854,0.026219,0.698784,0.006548,0.042095,0.045536,0.00608,0.924696,0.416071,0.181553,0.428571,1
5137.0,0.494647,0.010317,0.11096,0.085131,0.919992,0.0,0.805603,0.002287,0.029731,0.015757,0.007433,0.988565,0.172763,0.103825,0.166667,1
6257.0,0.468595,0.001758,0.209845,0.148571,0.745885,0.077034,0.620453,0.002829,0.049313,0.053196,0.000808,0.998383,0.367394,0.056564,0.588235,0
15238.0,0.453931,0.185917,0.191757,0.161399,0.835608,0.014635,0.673387,0.002813,0.025004,0.058555,0.159087,0.996562,0.368986,0.068106,0.609091,0
9352.0,0.696108,0.162425,0.000855,0.002815,0.350406,0.647669,0.979381,0.0,0.0,0.02349,0.187858,0.896907,0.152125,0.241102,0.0,0
679.0,0.466863,0.0,0.284242,0.18232,0.81296,0.001473,0.620795,0.0,0.006116,0.118598,0.0,0.987768,0.318059,0.038462,0.2,0
93613.0,0.507889,0.02568,0.099751,0.081401,0.750772,0.027325,0.605993,0.004296,0.123711,0.035065,0.025311,0.882501,0.513215,0.078375,0.223603,1
119.0,0.478992,0.0,0.10084,0.064516,0.92437,0.0,0.769231,0.0,0.0,0.071429,0.0,1.0,0.095238,0.5,0.0,0
1757.0,0.46329,0.016505,0.193512,0.164369,0.830962,0.03358,0.68006,0.004464,0.026786,0.05618,0.014881,0.995536,0.301966,0.085,0.8,0
845.0,0.476923,0.0,0.133728,0.11086,0.87929,0.0,0.719512,0.003049,0.02439,0.049275,0.0,0.996951,0.194203,0.081081,0.5,0
1506.0,0.521248,0.014608,0.060425,0.040222,0.901062,0.0,0.792185,0.007105,0.040853,0.123053,0.01421,1.0,0.297508,0.055556,0.5,1
744.0,0.487903,0.024194,0.108871,0.097113,0.862903,0.0,0.723485,0.026515,0.064394,0.214286,0.015152,0.969697,0.351191,0.191011,1.0,0
1027.0,0.488802,0.004869,0.231743,0.114286,0.851996,0.0,0.714286,0.011338,0.049887,0.167925,0.004535,0.99093,0.337736,0.1,0.444444,0
1217.0,0.489729,0.021364,0.25226,0.107891,0.845522,0.013969,0.712598,0.003937,0.047244,0.191083,0.025591,0.974409,0.471338,0.11,0.6,1
334.0,0.47006,0.0,0.239521,0.141243,0.850299,0.0,0.691275,0.006711,0.020134,0.243655,0.0,1.0,0.390863,0.0,0.833333,0
10171.0,0.481467,0.014551,0.162128,0.138794,0.656966,0.019172,0.500961,0.008972,0.1536,0.113783,0.011109,0.939543,0.604885,0.049416,0.337349,1
201.0,0.477612,0.004975,0.094527,0.152381,0.915423,0.0,0.779412,0.0,0.014706,0.028571,0.014706,1.0,0.171429,0.26087,0.0,0
10891.0,0.469195,0.117987,0.117345,0.111745,0.890552,0.015793,0.764204,0.004001,0.027207,0.047994,0.1243,0.979728,0.292788,0.078969,0.142857,1
246.0,0.49187,0.0,0.121951,0.168,0.886179,0.0,0.73913,0.021739,0.021739,0.206897,0.0,0.978261,0.301724,0.291667,1.0,0
23654.0,0.503932,0.006299,0.040585,0.025908,0.931132,0.0,0.846771,0.004814,0.049739,0.034968,0.006284,0.982752,0.144516,0.085366,0.142857,1
11796.0,0.483639,0.006952,0.07901,0.075521,0.902086,0.011699,0.802237,0.003808,0.035221,0.0777,0.005712,0.993099,0.178446,0.081148,0.371429,1
13650.0,0.464908,0.004762,0.185421,0.120619,0.856191,0.014872,0.726876,0.001516,0.047764,0.066525,0.005118,0.992608,0.200106,0.050333,0.37037,1
4779.0,0.488387,0.114878,0.115715,0.100614,0.844737,0.0,0.693588,0.003916,0.0465,0.076401,0.106706,0.994616,0.33906,0.033841,0.565217,1
957.0,0.477534,0.0,0.183908,0.148,0.862069,0.0,0.667546,0.0,0.015831,0.093301,0.0,1.0,0.215311,0.09901,0.666667,0
3316.0,0.487334,0.006635,0.132087,0.092353,0.903498,0.0,0.77649,0.001656,0.03394,0.022654,0.004139,0.987583,0.173948,0.081897,0.272727,1
571.0,0.486865,0.0,0.176883,0.167236,0.847636,0.0,0.658009,0.004329,0.025974,0.068548,0.0,0.995671,0.25,0.148936,1.0,0
78.0,0.730769,0.0,0.051282,0.0,0.307692,0.5,0.434783,0.0,0.086957,0.752688,0.0,1.0,0.892473,0.0,0.0,1
350.0,0.494286,0.0,0.111429,0.062147,0.92,0.0,0.79661,0.008475,0.008475,0.032787,0.0,1.0,0.180328,0.2,0.5,0
6259.0,0.488417,0.357725,0.053363,0.060275,0.891996,0.004314,0.741084,0.003242,0.035665,0.094379,0.338583,0.96943,0.322567,0.085515,0.392857,1
1014.0,0.45069,0.0,0.349112,0.265709,0.739645,0.099606,0.625616,0.004926,0.022168,0.033333,0.0,1.0,0.319048,0.0625,0.25,0
38736.0,0.498683,0.0087,0.024267,0.018384,0.928077,0.0,0.839837,0.003432,0.047642,0.033698,0.007661,0.994015,0.096931,0.0726,0.306977,1
1985.0,0.496222,0.011083,0.075063,0.065,0.809068,0.0,0.630137,0.013699,0.085928,0.044048,0.011208,0.993773,0.417857,0.041667,1.0,1
368.0,0.494565,0.013587,0.165761,0.16129,0.907609,0.0,0.772414,0.0,0.006897,0.082279,0.006897,0.958621,0.367089,0.103448,0.0,0
62.0,0.467742,0.0,0.258064,0.060606,0.887097,0.0,0.73913,0.0,0.043478,0.323529,0.0,1.0,0.470588,0.0,0.0,0
473.0,0.526427,0.0,0.133192,0.080357,0.921776,0.0,0.816568,0.005917,0.029586,0.028736,0.0,1.0,0.149425,0.107143,1.0,0
195.0,0.553846,0.102564,0.210256,0.126437,0.738462,0.133333,0.685714,0.0,0.042857,0.078947,0.1,1.0,0.289474,0.31579,0.0,0
20030.0,0.478932,0.045731,0.110484,0.0984,0.760859,0.103195,0.683901,0.006305,0.051562,0.068277,0.043015,0.993975,0.342428,0.070913,0.253968,1
131.0,0.48855,0.0,0.160305,0.104478,0.885496,0.0,0.78,0.0,0.08,0.074074,0.0,1.0,0.222222,0.285714,0.0,0
3719.0,0.463297,0.001613,0.1936,0.165331,0.794031,0.039796,0.644091,0.010366,0.046994,0.041722,0.000691,0.997927,0.419868,0.043222,0.4,0
1728.0,0.48206,0.013889,0.182292,0.082682,0.925347,0.0,0.816233,0.001531,0.012251,0.029718,0.013783,0.993874,0.008915,0.058824,0.0,1
5331.0,0.461077,0.049709,0.307822,0.1441,0.866629,0.03339,0.789616,0.001806,0.025734,0.026801,0.043341,0.945373,0.098858,0.092072,0.5,1
6379.0,0.482678,0.002665,0.141715,0.090909,0.886346,0.0,0.756671,0.001195,0.039825,0.052095,0.002788,0.995221,0.259343,0.017013,0.413044,1
244.0,0.471312,0.295082,0.221312,0.209302,0.868853,0.0,0.696078,0.0,0.009804,0.177419,0.205882,0.990196,0.258064,0.0,0.75,0
1083.0,0.518006,0.00277,0.178209,0.105364,0.891967,0.01385,0.755043,0.005764,0.028818,0.117048,0.0,0.84438,0.358779,0.270833,0.0,1
1482.0,0.481107,0.1417,0.176113,0.123537,0.782726,0.0,0.588235,0.003017,0.058824,0.380952,0.107089,0.978884,0.398693,0.066406,0.541667,1
299.0,0.478261,0.0,0.140468,0.096154,0.909699,0.0,0.775701,0.009346,0.018692,0.053097,0.0,1.0,0.176991,0.227273,1.0,0
292.0,0.513699,0.0,0.082192,0.077465,0.797945,0.0,0.640351,0.008772,0.140351,0.057851,0.0,0.973684,0.404959,0.036364,0.0,1
873.0,0.498282,0.002291,0.161512,0.109589,0.902635,0.0,0.795666,0.003096,0.043344,0.021212,0.0,0.993808,0.124242,0.051724,1.0,1
180.0,0.538889,0.0,0.111111,0.012048,0.905556,0.0,0.796875,0.015625,0.046875,0.098592,0.0,1.0,0.366197,0.0,1.0,0
128.0,0.453125,0.0,0.257813,0.185714,0.820313,0.0,0.627119,0.0,0.016949,0.289157,0.0,1.0,0.240964,0.25,1.0,0
855.0,0.477193,0.00117,0.150877,0.120805,0.881871,0.0,0.733333,0.00303,0.027273,0.090909,0.00303,0.99697,0.220386,0.111111,0.666667,0
1341.0,0.458613,0.038031,0.281134,0.236915,0.766592,0.070843,0.647163,0.007092,0.019504,0.07084,0.035461,0.996454,0.29654,0.038251,0.5,0
420.0,0.471429,0.261905,0.166667,0.18018,0.9,0.0,0.7375,0.0,0.0,0.135135,0.28125,1.0,0.302703,0.125,0.0,0
1640.0,0.498781,0.006098,0.032317,0.013382,0.948171,0.0,0.887006,0.003767,0.039548,0.082902,0.007533,0.964219,0.086356,0.15,0.5,1
127.0,0.519685,0.0,0.062992,0.081967,0.850394,0.0,0.595238,0.0,0.047619,0.142857,0.0,0.976191,0.857143,0.133333,0.0,0
869.0,0.479862,0.006905,0.113924,0.099558,0.886076,0.0,0.736677,0.009404,0.034483,0.072674,0.009404,0.99373,0.258721,0.103448,0.75,0
514.0,0.449416,0.093385,0.247082,0.180212,0.836576,0.0,0.680751,0.023474,0.032864,0.101266,0.093897,1.0,0.210971,0.042553,0.25,0
2788.0,0.490316,0.017575,0.083214,0.04715,0.932927,0.0,0.830357,0.001984,0.013889,0.07438,0.016865,0.993056,0.090909,0.044776,0.147059,1
9236.0,0.455067,0.006388,0.048614,0.028015,0.243612,0.585318,0.501324,0.002649,0.233113,0.037604,0.007947,0.991391,0.475462,0.085324,0.5,1
1009.0,0.444995,0.124876,0.231913,0.246429,0.738355,0.154609,0.7,0.002941,0.011765,0.119171,0.102941,0.997059,0.373057,0.135714,0.5,0
4162.0,0.498318,0.06247,0.138155,0.090517,0.843585,0.003844,0.6819,0.007216,0.049309,0.104952,0.062538,0.941672,0.46071,0.097416,0.454546,0
731.0,0.473324,0.002736,0.216142,0.181818,0.867305,0.0,0.714286,0.006645,0.023256,0.079511,0.003322,1.0,0.149847,0.064516,0.6,0
1842.0,0.477199,0.010315,0.134093,0.088266,0.872964,0.007058,0.735931,0.0,0.046176,0.276618,0.008658,0.995671,0.24739,0.079365,0.5,1
11451.0,0.480831,0.005414,0.215614,0.117914,0.835386,0.020173,0.705504,0.005569,0.048619,0.064704,0.002784,0.987578,0.308494,0.090054,0.275862,1
273.0,0.512821,0.0,0.084249,0.06015,0.893773,0.0,0.73,0.01,0.01,0.047619,0.0,1.0,0.285714,0.153846,1.0,0
249.0,0.493976,0.0,0.196787,0.095238,0.823293,0.0,0.634615,0.0,0.057692,0.045872,0.0,0.990385,0.330275,0.105263,0.0,0
443.0,0.498871,0.0,0.216704,0.193694,0.857788,0.0,0.666667,0.0,0.016667,0.027027,0.0,1.0,0.167568,0.068966,1.0,0
243.0,0.469136,0.0,0.144033,0.124031,0.876543,0.0,0.726316,0.0,0.031579,0.095238,0.0,0.978947,0.228571,0.117647,0.25,0
17906.0,0.476935,0.080364,0.233888,0.139761,0.829052,0.020049,0.688835,0.002839,0.04366,0.18846,0.065153,0.985672,0.395568,0.074443,0.542857,1
3042.0,0.449375,0.195266,0.213675,0.191045,0.786325,0.059172,0.653387,0.001594,0.022311,0.088598,0.16494,0.996016,0.423384,0.045113,0.631579,0
152.0,0.467105,0.006579,0.105263,0.049383,0.967105,0.0,0.90566,0.0,0.0,0.018519,0.018868,1.0,0.074074,1.0,0.0,1
2892.0,0.499654,0.026971,0.152835,0.120249,0.806362,0.021784,0.636139,0.002475,0.039604,0.052385,0.023927,0.997525,0.31509,0.024831,0.153846,0
21927.0,0.51936,0.090893,0.083231,0.062625,0.478314,0.283532,0.579268,0.002613,0.210453,0.02381,0.069512,0.973868,0.289626,0.112823,0.291667,1
2856.0,0.44923,0.005952,0.182773,0.190718,0.773459,0.121149,0.740246,0.005134,0.042095,0.044161,0.00616,0.995893,0.266928,0.034043,0.333333,1
303.0,0.514852,0.0,0.145215,0.054422,0.89769,0.0,0.788618,0.0,0.04065,0.33871,0.0,0.99187,0.043011,0.1,1.0,1
88680.0,0.491137,0.05565,0.1068,0.086868,0.864682,0.021978,0.751849,0.001794,0.052753,0.032316,0.050896,0.963237,0.310002,0.061424,0.387283,1
6662.0,0.478835,0.007355,0.119634,0.09879,0.866557,0.007055,0.719167,0.003535,0.04242,0.030095,0.00707,0.983504,0.228191,0.063772,0.55,1
4751.0,0.470848,0.001684,0.183119,0.143994,0.827826,0.012418,0.65893,0.003027,0.032795,0.065094,0.001009,0.993441,0.277359,0.064565,0.4,0
8551.0,0.487896,0.011344,0.056134,0.057091,0.935446,0.0,0.838338,0.00419,0.023743,0.047556,0.010475,0.910615,0.2145,0.114219,0.34375,1
950.0,0.434737,0.487368,0.141053,0.119181,0.854737,0.0,0.684636,0.005391,0.043127,0.058376,0.423181,0.994609,0.411168,0.046154,0.714286,0
171.0,0.467836,0.005848,0.152047,0.142857,0.812866,0.0,0.616438,0.0,0.054795,0.109756,0.0,0.986301,0.378049,0.0,0.0,0
3799.0,0.448539,0.517241,0.175046,0.168974,0.869176,0.010003,0.701326,0.000698,0.020237,0.074887,0.454292,0.997209,0.293738,0.138776,0.666667,0
603.0,0.507463,0.0,0.179105,0.138047,0.873964,0.0,0.696,0.0,0.0,0.208861,0.0,1.0,0.294304,0.037037,0.9375,0
1557.0,0.523443,0.0,0.127168,0.053908,0.895312,0.0,0.791096,0.011986,0.056507,0.037891,0.0,0.998288,0.199341,0.114754,0.333333,0
