f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label
99,86,76,71,94,0,0,1,43,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,92,86,75,94,0,0,0,1,16,62,0,0,0,0,0,1,2,4,4,0,0,0,0,0,0,1
44,92,76,71,94,2,1,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,82,77,72,94,0,18,28,6,56,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0
74,77,83,75,94,0,56,6,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1
72,124,76,71,94,2,1,1,1,0,21,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,88,76,71,94,32,14,0,0,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,117,76,71,94,0,42,5,5,2,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,1
45,132,76,71,94,0,0,0,0,0,26,20,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0
58,80,76,71,94,23,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,77,76,71,94,1,65,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,77,76,80,100,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,1
96,81,89,76,94,0,0,0,23,54,14,0,0,0,0,0,2,6,0,4,2,0,0,0,0,0,1
48,128,76,71,94,0,0,0,0,0,3,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,79,76,71,94,0,3,1,2,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,77,76,71,94,18,28,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,91,76,71,95,0,0,4,17,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,79,96,149,94,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,60,8,0,0,0,0,0
63,88,76,71,94,0,2,1,1,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,78,76,71,94,0,0,37,28,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
112,91,76,71,94,0,8,0,39,28,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,101,123,71,94,0,0,0,0,0,10,35,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0
56,79,81,71,94,0,5,41,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
91,92,76,71,94,0,0,0,0,45,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,87,77,71,94,2,3,0,0,27,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,19,44,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,77,76,71,94,2,0,2,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,76,72,96,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
73,77,76,125,98,0,0,25,37,0,2,1,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0
51,82,76,96,133,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0
43,92,77,78,99,0,0,0,0,0,36,9,0,0,2,0,0,0,0,0,0,0,4,4,0,0,1
43,92,79,71,94,1,2,0,0,0,29,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
125,80,76,71,94,25,25,0,0,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,77,76,78,153,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0
62,77,91,81,94,0,0,6,23,23,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1
131,97,78,73,94,1,41,39,0,0,47,16,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
68,77,76,71,94,1,50,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,80,76,72,95,0,1,2,31,64,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,106,76,71,94,26,23,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,80,93,116,94,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,37,3,0,0,0,0,0
107,137,76,71,94,0,3,3,0,0,65,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,112,86,71,94,2,19,5,41,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,1
71,77,76,75,96,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
72,77,76,85,107,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,11,0,0,0
32,91,130,71,94,0,0,0,10,10,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
90,119,76,71,94,0,0,2,1,0,71,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,107,174,100,94,0,0,0,0,0,0,0,0,0,6,52,0,0,61,9,0,0,0,0,0,0,0
59,146,82,74,94,0,18,28,3,0,0,0,0,59,16,0,0,0,0,0,1,1,0,0,0,0,0
82,77,76,71,94,67,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,89,84,71,94,0,0,0,1,2,44,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1
61,105,76,75,102,0,0,1,2,0,40,38,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
40,100,76,71,94,0,1,6,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,87,76,71,94,55,24,16,63,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,81,76,71,95,1,3,0,3,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80,77,76,71,94,0,12,50,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,88,76,72,123,2,1,50,14,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0
35,134,84,71,94,0,1,0,0,1,0,6,70,0,0,1,8,0,0,0,0,0,0,0,0,0,0
55,87,76,71,94,0,0,0,2,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,77,76,71,94,0,0,88,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,77,76,71,94,28,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,0,0,0,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,127,72,94,32,14,0,3,0,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0
73,81,76,71,98,62,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1
75,77,76,71,94,0,22,41,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,0,0,57,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,123,90,71,94,0,2,1,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0
119,77,76,71,94,0,0,12,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,106,76,112,118,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0
17,116,76,75,100,0,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0,2,0,0,2,1,0
62,77,76,71,94,5,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,128,86,71,94,0,1,1,0,1,2,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0
61,95,76,71,94,0,1,8,0,0,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,77,76,71,94,0,3,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,111,81,78,94,0,0,0,0,0,15,62,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
71,112,99,71,94,0,0,0,25,37,0,0,0,0,37,15,1,0,0,0,0,0,0,0,0,0,0
15,99,125,71,94,0,0,0,0,1,0,0,4,1,0,17,41,0,0,0,0,0,0,0,0,0,0
124,98,76,71,94,0,0,0,31,31,69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,84,76,71,94,0,0,12,50,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,132,84,72,94,0,0,0,2,1,13,32,29,15,0,0,0,4,2,0,0,0,0,0,0,0,0
97,82,76,71,94,0,0,1,11,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,104,96,71,94,1,2,2,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,1
56,121,192,85,94,0,0,0,0,46,0,0,0,2,26,49,0,33,38,0,0,0,0,0,0,0,0
72,80,76,71,94,0,0,9,3,40,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,82,122,94,0,0,0,10,39,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0
66,82,81,71,94,0,27,27,0,2,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1
63,93,76,71,94,0,0,1,5,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,77,76,71,94,0,28,18,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,117,78,81,94,0,0,0,0,34,14,75,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
50,86,76,71,94,0,0,1,1,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,112,76,71,94,0,0,17,4,0,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,100,119,71,94,1,2,1,2,0,0,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0
60,107,104,98,94,0,0,3,0,0,32,45,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0
22,89,116,71,94,0,3,2,0,0,5,2,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0
62,77,76,71,94,5,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,130,100,71,94,0,0,0,0,13,63,30,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0
143,150,80,71,94,0,0,0,47,37,72,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0,0
103,80,76,71,94,5,46,17,19,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,100,77,71,94,0,0,1,1,0,25,28,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
99,98,76,71,94,0,0,0,0,36,71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,37,15,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,92,77,72,94,0,0,0,0,13,48,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1
130,79,77,71,94,0,31,44,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,107,92,71,94,0,0,0,41,5,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,1
50,85,76,71,94,0,3,0,0,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,111,142,72,94,0,2,1,0,0,0,13,31,0,0,0,20,37,0,0,1,0,0,0,0,0,0
80,115,120,71,94,0,0,56,8,7,0,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0
158,107,76,71,94,0,0,37,25,9,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,79,82,93,95,0,0,0,0,37,11,0,0,0,0,0,0,0,0,1,17,0,1,1,0,0,1
113,78,86,123,118,0,0,0,18,84,6,0,0,0,0,0,0,0,0,0,30,10,0,0,14,2,0
114,77,76,71,94,0,0,37,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,116,76,71,94,0,0,39,39,1,3,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,77,123,87,95,5,1,2,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,1,0,0
54,86,77,71,94,2,1,1,1,16,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
61,78,76,71,94,5,0,0,2,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,102,76,78,95,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,3,2,0,0,0,0
74,77,76,71,94,0,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,83,76,71,94,74,12,3,0,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,77,76,71,94,6,56,8,71,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,78,79,94,94,0,4,7,1,57,5,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1
60,96,76,71,94,0,0,5,5,0,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,77,79,73,95,0,0,0,31,31,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
72,77,83,76,118,12,50,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,14,2,0
103,88,76,71,94,0,18,28,0,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,94,71,94,0,0,38,29,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,1
68,118,76,71,94,0,0,0,0,3,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,87,76,71,94,1,4,0,0,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,87,76,71,94,44,19,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,98,76,71,94,0,0,6,56,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,77,76,72,94,19,44,12,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,77,109,92,94,1,52,12,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0
101,77,76,71,94,9,37,0,18,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,105,76,71,94,0,0,0,5,0,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,79,102,100,94,1,1,0,0,11,10,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,1
68,77,76,71,94,34,21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,126,109,75,94,0,0,0,0,0,0,0,0,0,53,21,0,0,0,3,2,0,0,0,0,0,0
73,123,92,71,94,38,26,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,1
93,81,79,72,96,73,12,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0
75,116,76,71,94,0,0,0,0,0,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,77,76,71,94,0,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,95,76,71,94,0,0,0,0,3,35,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
86,93,76,71,94,0,0,3,23,23,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,88,77,71,94,0,50,13,2,36,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
71,107,112,73,94,0,0,0,25,37,0,0,0,0,6,52,0,0,0,2,0,0,0,0,0,0,0
113,80,76,71,94,0,0,25,39,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,93,102,100,94,0,0,1,4,1,55,6,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0
58,93,87,86,94,0,0,0,2,1,57,5,0,0,0,0,0,0,0,14,4,0,0,0,0,0,1
87,77,78,72,94,0,0,0,47,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
61,77,76,71,94,0,0,5,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,81,76,71,94,0,0,30,18,13,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
65,101,101,71,94,0,1,1,0,47,8,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0
67,77,76,71,94,6,6,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,89,76,71,94,1,1,0,46,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,83,76,71,94,1,2,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,77,77,72,94,17,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56,80,79,71,94,0,18,28,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1
74,77,76,71,95,0,0,44,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
64,103,106,71,94,0,0,0,0,31,31,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0
74,116,108,71,94,31,31,0,0,2,1,0,1,5,16,42,0,0,0,0,0,0,0,0,0,0,0
81,77,76,71,94,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,0,3,2,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,77,76,71,94,46,19,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,77,76,71,94,24,29,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,89,85,71,94,0,3,0,6,56,1,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,1
18,77,84,88,94,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,1
55,87,82,76,101,0,0,0,0,18,36,0,0,0,0,2,4,0,0,0,0,0,0,7,0,0,1
70,162,82,71,94,0,0,23,23,2,0,4,40,41,18,0,0,0,0,0,0,0,0,0,0,0,0
52,86,76,71,94,0,0,5,1,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,77,76,71,94,0,1,2,112,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,104,102,71,94,2,2,2,0,22,24,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0
64,86,79,71,94,0,0,0,0,32,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
52,85,76,77,105,1,2,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,1
67,77,76,71,94,3,0,8,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,116,76,71,94,0,0,2,1,67,12,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,19,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,34,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,77,76,71,94,8,71,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,0,0,17,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,103,77,71,94,0,0,0,53,12,20,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99,113,104,98,94,0,0,37,30,2,0,32,29,0,0,0,0,0,8,32,0,0,0,0,0,0,0
74,77,76,71,95,0,1,1,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,76,75,98,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1
56,147,89,71,94,0,0,18,28,0,0,0,0,47,31,3,0,0,1,0,0,0,0,0,0,0,0
65,79,76,71,94,37,9,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
138,112,76,71,94,0,0,0,0,63,68,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,80,127,82,94,0,0,1,3,35,12,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,0
145,78,82,71,94,37,25,24,55,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
82,168,76,71,94,0,0,37,25,0,0,0,45,59,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,0,18,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,93,76,71,94,0,1,0,46,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,110,128,71,94,0,0,0,0,0,45,18,18,0,0,0,2,39,0,0,0,0,0,0,0,0,0
20,126,88,71,94,0,0,1,3,4,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,0,15,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,79,76,71,94,0,0,21,62,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,123,92,71,94,0,31,31,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,0
61,77,77,82,94,0,0,0,23,27,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1
40,82,76,71,94,1,2,3,10,10,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,77,74,94,0,29,20,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1
52,102,76,76,111,0,0,0,0,2,28,38,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0
94,77,76,71,94,2,2,1,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,92,76,71,94,0,0,0,12,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,81,76,71,94,0,50,12,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,77,76,71,94,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,131,76,71,94,0,0,0,0,7,74,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0
32,77,103,100,94,0,0,21,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,1
81,77,76,71,94,2,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,93,78,73,94,0,0,0,0,25,66,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
158,106,76,71,94,0,0,0,0,68,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,78,76,71,94,0,1,2,0,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,96,76,71,94,1,1,2,3,1,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,76,73,101,0,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
73,77,90,82,94,6,56,0,0,0,2,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,1
74,77,91,153,94,0,0,12,51,2,0,0,0,0,0,0,0,0,0,0,46,21,0,0,0,0,0
63,77,76,71,94,0,42,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,77,76,71,94,32,48,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,77,76,92,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0
188,77,76,71,94,62,0,0,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,76,71,94,14,51,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,143,87,71,94,23,23,0,0,0,53,8,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0
85,106,76,71,94,46,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,76,72,94,0,31,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55,151,78,71,94,0,0,0,0,0,55,6,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0
56,122,112,76,94,0,37,9,0,0,0,0,0,0,38,36,0,0,0,0,3,1,0,0,0,0,0
64,77,76,71,94,1,3,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,94,107,71,94,2,1,10,39,0,0,0,0,0,0,29,14,0,0,0,0,0,0,0,0,0,0
80,88,77,73,95,1,2,0,0,40,38,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1
92,113,85,71,94,2,19,63,0,0,0,0,0,16,27,0,0,0,0,0,0,0,0,0,0,0,0
56,77,77,74,103,0,5,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,1
144,106,76,71,94,0,0,47,32,26,20,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,7,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,77,71,94,0,0,41,7,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
82,77,76,71,94,0,2,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,91,76,71,94,0,12,50,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,8,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,76,81,112,25,37,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0
71,85,130,71,94,0,0,0,12,50,0,0,1,2,0,0,24,25,0,0,0,0,0,0,0,0,0
132,77,76,71,94,0,56,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,77,76,71,94,0,0,15,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,77,76,71,94,19,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,85,76,71,94,0,0,3,0,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,100,76,71,94,0,0,21,28,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,91,121,71,94,0,1,11,0,2,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,0,0
122,77,76,71,94,49,5,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,0,46,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,81,76,71,94,0,0,0,46,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,91,76,71,94,0,2,0,2,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,93,78,73,94,0,0,0,31,31,24,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
64,77,76,71,94,6,43,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,97,131,0,1,2,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0
62,77,76,71,94,32,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,86,78,71,94,0,1,1,0,31,31,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
133,91,77,71,94,0,16,63,0,12,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
118,78,76,71,94,7,59,1,2,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,80,83,71,94,37,10,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1
75,85,76,71,94,8,1,2,1,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,78,76,71,94,0,38,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
